Molecule ID,ext,External ID,Gene,Name,Source acc,Regulation (case/control),Validation,Scores
A537I,,SPIN4_HUMAN,SPIN4,Spindlin 4,A_24_P467371,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.06E-03
A563B,,PCX2_HUMAN,PCNXL2,Pecanex-like protein 2,A_23_P114585,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 7.92E-04
A6437,,ERAP2_HUMAN,ERAP2;LRAP;L-RAP,Endoplasmic reticulum aminopeptidase 2,A_24_P342171,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 3.36E-03
A6758,X,HUTU_HUMAN,UROC1;HMFN0320,Urocanate hydratase,A_32_P38735,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 4.35E-03
A7049,,MMP27_HUMAN,MMP27;UNQ2503;UNQ2503/PRO5992,Matrix metalloproteinase-27,A_23_P35899,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.18E-03
A7074,,MTHR_HUMAN,MTHFR,Methylenetetrahydrofolate reductase,A_24_P911255,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.02E-03
A7134,X,NDOR1_HUMAN,NDOR1;NR1,NADPH-dependent diflavin oxidoreductase 1,A_24_P267748,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 8.04E-06
A777G,,HLF_HUMAN,HLF,Hepatic leukemia factor,A_24_P928582,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.23E-03
A828A,,PASD1_HUMAN,PASD1,PAS domain-containing protein 1,A_23_P404059,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.37E-03
A830C,X,AXDN1_HUMAN,AXDND1,Uncharacterized protein,A_23_P392235,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.07E-03
A871F,,CLC3A_HUMAN,CLEC3A;CLECSF1;UNQ700/PRO1345,C-type lectin superfamily member 1 precursor,A_23_P26404,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 2.19E-03
A892H,,PLS2_HUMAN,PLSCR2,Phospholipid scramblase 2,A_23_P80508,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.26E-03
A895K,,M4A12_HUMAN,MS4A12,Membrane-spanning 4-domains subfamily A member 12,A_23_P127760,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.12E-03
A9063,X,SPKAP_HUMAN,SPHKAP;SKIP,A-kinase anchor protein SPHKAP,A_23_P428485,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.58E-03
A9205,,OR2V2_HUMAN,OR2V2;OR2V3,Olfactory receptor 2V3,A_23_P18913,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 3.75E-03
A9450,X,PLXA4_HUMAN,PLXNA4;PLXNA4A;PLXNA4B,Plexin-A4,A_23_P338578,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.07E-03
A963G,,IZUM1_HUMAN,IZUMO1,Izumo sperm-egg fusion protein 1 precursor,A_24_P340247,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.17E-03
B3806,,CT451_HUMAN,CT45A1;CT45-1,Cancer/testis antigen family 45 member A1,A_32_P780817,ratio: 0.33,ratio_log2fc: -1.59,,p-value: 1.77E-03
A002G,,CSF3_HUMAN,CSF3;GCSF,Colony-stimulating factor 3,A_23_P501754,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 2.49E-03
A0690,,AP1S2_HUMAN,AP1S2;DC22,Adapter-related protein complex 1 sigma 1B subunit,A_24_P937306,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 1.04E-03
A1344,X,RELB_HUMAN,RELB,Transcription factor RelB,A_23_P55706,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 9.90E-05
A167G,,DPOLB_HUMAN,POLB,DNA polymerase beta,A_24_P928772,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 8.32E-04
A2062,X,ATRX_HUMAN,ATRX;RAD54L;XH2,Transcriptional regulator ATRX,A_23_P136874,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 1.97E-05
A238J,,ZBTB3_HUMAN,ZBTB3,Zinc finger and BTB domain containing protein 3,A_23_P430181,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 4.61E-07
A3212,,USH2A_HUMAN,USH2A,Usherin,A_24_P773758,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 9.17E-04
A3973,,IMMT_HUMAN,IMMT;HMP;PIG4,Mitochondrial inner membrane protein,A_24_P715029,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 3.69E-03
A4627,,CADM2_HUMAN,CADM2;IGSF4D;NECL3,Cell adhesion molecule 2 precursor,A_32_P129200,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 9.58E-04
A4672,,CEP70_HUMAN,CEP70;BITE,Centrosomal protein of 70 kDa,A_32_P757733,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 3.49E-04
A509B,,LRC15_HUMAN,LRRC15;LIB,Leucine-rich repeat-containing protein 15,A_24_P751327,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 1.24E-03
A5354,,HEMGN_HUMAN,HEMGN;EDAG;NDR,Negative differentiation regulator,A_23_P43412,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 4.59E-03
A577B,,PTHD2_HUMAN,PTCHD2;DISP3,PATCHED domain-containing protein 2,A_32_P232411,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 1.71E-03
A5852,X,AT2C1_HUMAN,ATP2C1;PMR1L;HUSSY-28,Calcium-transporting ATPase type 2C;member 1,A_23_P143916,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 2.73E-05
A657I,,T184C_HUMAN,TMEM184C;TMEM34;PRO1355,Transmembrane protein 34,A_24_P94722,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 3.88E-05
A663K,,MAGB3_HUMAN,MAGEB3,Melanoma-associated antigen B3,A_23_P96432,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 9.29E-04
A6997,,MEP1A_HUMAN,MEP1A,Meprin A alpha-subunit precursor,A_23_P93122,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 9.47E-04
A7755,,RPP30_HUMAN,RPP30;RNASEP2,Ribonuclease P protein subunit p30,A_24_P81514,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 8.96E-04
A839D,,PRR16_HUMAN,PRR16,Proline-rich protein 16,A_24_P20746,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 9.50E-04
A845H,,PIT1_HUMAN,Pit-1;POU1F1;GHF1,Pituitary-specific positive transcription factor 1,A_23_P155539,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 2.57E-03
A960H,,PROK1_HUMAN,PROK1;UNQ600/PRO1186;UNQ600,Prokineticin 1 precursor,A_23_P51745,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 3.94E-03
A994C,,CCD63_HUMAN,CCDC63,Coiled-coil domain-containing protein 63,A_23_P345175,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 1.27E-03
B2112,,CC030_HUMAN,,Uncharacterized protein C3orf30,A_32_P72492,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 2.67E-03
BA264,,N2DL1_HUMAN,ULBP1;N2DL1;RAET1I,ULBP1 protein,A_23_P156873,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 4.26E-03
BB237,,O5AK2_HUMAN,OR5AK2,Olfactory receptor 5AK2,A_23_P1863,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 1.19E-03
BG730,,TM257_HUMAN,TMEM257,Protein CXorf1,A_23_P430747,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 1.32E-03
BJ528,,DEC1_HUMAN,Dec-01;CTS9,Candidate tumor suppressor CTS9,A_23_P146486,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 7.57E-04
BM136,,Q8TCB9,,Hypothetical protein,A_24_P290833,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 9.17E-04
BM259,,G3V1J7,,Hypothetical protein FLJ20802,A_23_P143288,ratio: 0.33,ratio_log2fc: -1.58,,p-value: 3.91E-03
A1757,,MSX2_HUMAN,MSX2;HOX8,Homeobox protein MSX-2,A_24_P132006,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 1.19E-03
A269H,,MARH6_HUMAN,Mar-06;RNF176;TEB4,E3 ubiquitin-protein ligase MARCH6,A_32_P465938,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 1.77E-03
A3686,,ODPAT_HUMAN,PDHA2;PDHAL,Pyruvate dehydrogenase E1 component alpha subunit;testis-specific form;mitochondrial precursor,A_23_P81018,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 1.60E-03
A3859,,KRT83_HUMAN,KRT83;KRTHB3;HHB5,Keratin;type II cuticular HB3,A_24_P410408,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 1.66E-03
A456H,,MTR1B_HUMAN,MTNR1B,Melatonin receptor type 1B,A_23_P127418,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 2.83E-03
A4770,X,DYH8_HUMAN,DNAH8,Dynein;axonemal;heavy polypeptide 8,A_24_P926631,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 7.37E-04
A641A,,LEUTX_HUMAN,LEUTX,Leucine twenty homeobox,A_24_P796321,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 1.30E-03
A6835,,KC1G2_HUMAN,CSNK1G2;CK1G2;CSNK1G3,Casein kinase I;gamma 2 isoform,A_24_P937468,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 2.82E-03
A8068,X,TTLL2_HUMAN,TTLL2;NYD-TSPG,Tubulin--tyrosine ligase-like protein 2,A_23_P7901,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 9.45E-04
A859A,,PLAL2_HUMAN,PLAGL2,Zinc finger protein PLAGL2,A_23_P408341,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 1.31E-03
A9395,,LSHR_HUMAN,LHCGR;LCGR;LGR2,Lutropin-choriogonadotropic hormone receptor precursor,A_23_P102286,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 1.11E-03
BI947,,ZN645_HUMAN,ZNF645,E3 ubiquitin-protein ligase ZNF645,A_23_P431912,ratio: 0.32,ratio_log2fc: -1.67,,p-value: 2.12E-03
A0215,,NEUM_HUMAN,GAP43;B-50/GAP43,Neuromodulin,A_23_P253446,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.79E-04
A0350,,MBP_HUMAN,MBP,Myelin basic protein,A_23_P208085,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 2.70E-03
A043D,,CF058_HUMAN,,Uncharacterized protein C6ORF58 precursor,A_23_P93599,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.13E-03
A074J,,UBE3D_HUMAN,UBE3D;UBE2CBP;H10BH,Ubiquitin-conjugating enzyme E2C-binding protein,A_23_P365327,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.01E-03
A139G,,DLL3_HUMAN,DLL3,Delta-like protein 3 precursor,A_24_P57047,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.19E-04
A145E,,Q9H363,PRO2812,PRO2812 protein,A_24_P307339,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.15E-04
A1525,,TENA_HUMAN,TNC;HXB,Tenascin precursor,A_24_P924504,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 2.90E-03
A1626,,CO8B_HUMAN,C8B,Complement component C8 beta chain precursor,A_23_P35252,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.44E-04
A209D,,CRIS3_HUMAN,CRISP3;SGP28,Cysteine-rich secretory protein-3 precursor,A_23_P419760,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.40E-04
A2157,,DPOLN_HUMAN,POLN,Polymerase (DNA directed) NU,A_32_P414791,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.11E-03
A2301,,KCNS3_HUMAN,KCNS3,Potassium voltage-gated channel subfamily S member 3,A_23_P120103,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.05E-04
A2349,,CENPF_HUMAN,CENPF;PRO1779,Centromere protein F,A_24_P96780,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 3.40E-03
A234F,,ACTT1_HUMAN,ACTRT1;ARPT1;HSD27,Actin-related protein T1,A_23_P147311,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.23E-03
A248F,,ADIG_HUMAN,ADIG;SMAF1,Small adipocyte factor 1,A_32_P423691,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.02E-03
A2519,,ELAV3_HUMAN,ELAVL3;HUC;PLE21,ELAV-like protein 3,A_23_P319626,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.37E-04
A2615,,MUC5B_HUMAN,MUC5B;MUC5;MG1,Mucin-5B,A_23_P305863,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.03E-04
A2716,,ZFP28_HUMAN,ZFP28,Zinc finger protein 28 homolog,A_24_P151106,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.74E-04
A2898,,ZN510_HUMAN,ZNF510,Zinc finger protein 510,A_24_P201125,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.59E-04
A290K,,FGF19_HUMAN,FGF19;UNQ334/PRO533,Fibroblast growth factor-19 precursor,A_23_P427587,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.00E-04
A319J,,ZMAT3_HUMAN,WIG1;ZMAT3;PAG608,Zinc finger MATRIN-type protein 3,A_23_P113283,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.36E-04
A333G,,F163A_HUMAN,FAM163A;NDSP,UPF0417 protein FAM163A,A_24_P190873,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 3.49E-03
A399F,,ASB4_HUMAN,ASB4,Ankyrin repeat and SOCS box containing protein 4,A_23_P501319,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.99E-03
A404B,,CSMD2_HUMAN,CSMD2,CUB and SUSHI domain-containing protein 2,A_24_P263284,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.05E-03
A421H,,MS4A3_HUMAN,MS4A3;CD20L;HTM4,Membrane-spanning 4-domains subfamily A member 3,A_23_P161909,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 2.87E-03
A4220,,SMC4_HUMAN,SMC4L1;SMC4;CAPC,Structural maintenance of chromosomes protein 4,A_23_P327643,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.96E-04
A4588,,ATL1_HUMAN,ADAMTSL1;ADAMTSR1;UNQ528/PRO1071,ADAMTS-like protein 1 precursor,A_23_P348304,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 9.19E-04
A4715,,COKA1_HUMAN,COL20A1,Collagen alpha-1(XX) chain,A_24_P918575,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.28E-04
A4886,,KIF4A_HUMAN,KIF4A;KIF4,Chromosome-associated kinesin KIF4A,A_23_P148475,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.39E-03
A489B,,JPH1_HUMAN,JPH1;JP1,Junctophilin 1,A_23_P434253,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.25E-04
A541H,,NGN2_HUMAN,NEUROG2;ATOH4;BHLHA8,Neurogenin 2,A_32_P438767,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.59E-04
A5580,,PNMA2_HUMAN,PNMA2;MA2,Paraneoplastic antigen Ma2,A_24_P153412,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.53E-03
A5758,,AK1D1_HUMAN,AKR1D1;SRD5B1,3-oxo-5-beta-steroid 4-dehydrogenase,A_23_P255185,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.02E-03
A586K,,SG11B_HUMAN,SPAG11B;EP2;HE2,Sperm-associated antigen 11B precursor,A_23_P416011,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.28E-04
A588G,,GFOD1_HUMAN,GFOD1,Glucose-fructose oxidoreductase domain-containing protein 1,A_23_P134058,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 4.49E-03
A596I,,STAR6_HUMAN,STARD6,StAR-related lipid transfer protein 6,A_23_P378427,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.03E-03
A6500,X,FANCJ_HUMAN,BRIP1;BACH1;FANCJ,BRCA1 interacting protein C-terminal helicase 1,A_24_P410468,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.21E-03
A667F,,CCD34_HUMAN,CCDC34;RAMA3;L15,Coiled-coil domain-containing protein 34,A_23_P203773,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.59E-04
A6765,,HYALP_HUMAN,SPAM1;HYAL3;PH20,Hyaluronidase PH-20 precursor,A_23_P111826,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.34E-04
A700J,,RGSL_HUMAN,RGSL1;RGSL;RGSL2,Regulator of G-protein signaling protein-like,A_32_P355943,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.47E-03
A707G,,GRPR_HUMAN,GRPR,Gastrin-releasing peptide receptor,A_24_P357266,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.98E-03
A713I,,TBC30_HUMAN,TBC1D30,TBC1 domain family member 30,A_32_P206050,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.46E-03
A7226,,OCTC_HUMAN,CROT;COT,Peroxisomal carnitine octanoyltransferase,A_23_P168669,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.04E-05
A727C,,ZNT5_HUMAN,SLC30A5;ZNT5;ZNTL1,Zinc transporter 5,A_24_P257585,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.96E-04
A728C,,ZNT6_HUMAN,SLC30A6;MST103;ZNT6,Zinc transporter 6,A_24_P342807,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.20E-09
A738K,,SIAH3_HUMAN,SIAH3,Seven in absentia homolog 3,A_24_P59735,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.32E-03
A790A,,NOVA1_HUMAN,NOVA1,RNA-binding protein Nova-1,A_24_P270496,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.79E-04
A838I,,TM220_HUMAN,TMEM220,Transmembrane protein 220,A_24_P783433,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.52E-04
A8762,,EFHC1_HUMAN,EFHC1,EF-hand domain-containing protein 1,A_32_P99825,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.70E-04
A8832,,HIS3_HUMAN,HTN3;HIS2;CGNL1,Histatin 3 precursor,A_23_P212945,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.30E-03
A8910,,ORML1_HUMAN,ORMDL1;HSPC202;ADOPLIN1,Adoplin-1,A_24_P922732,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 7.95E-04
A894G,,IL31_HUMAN,IL31,Interleukin 31 precursor,A_24_P937317,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.62E-03
A909K,,TLR10_HUMAN,TLR10;UNQ315/PRO358;UNQ315,Toll-like receptor 10 precursor,A_23_P33420,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 8.76E-04
A935C,,CB078_HUMAN,,Uncharacterized protein C2ORF78,A_24_P170403,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.11E-03
A945A,X,RNF17_HUMAN,RNF17;TDRD4,RING finger protein 17,A_23_P204913,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 9.75E-04
A983B,,FBP12_HUMAN,FABP12,Probable Fatty acid-binding protein ENSP00000353650,A_24_P558365,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.35E-03
B3195,,CN183_HUMAN,,Hypothetical protein,A_32_P496893,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 1.20E-03
B4655,,DTHD1_HUMAN,DTHD1,Death domain-containing protein 1,A_32_P787109,ratio: 0.32,ratio_log2fc: -1.66,,p-value: 6.30E-04
A048B,,SREK1_HUMAN,SREK1;SFRS12;SRRP86,Splicing factor;arginine/serine-rich 12,A_24_P937070,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.14E-03
A0579,,DCC_HUMAN,DCC;IGDCC1,Netrin receptor DCC,A_23_P158708,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.42E-03
A1394,,NBN_HUMAN,NBN;NBS;NBS1,Nibrin,A_23_P251480,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.26E-06
A1540,,FA9_HUMAN,F9;FIX;F9p22,Coagulation factor IX precursor,A_23_P62406,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 9.95E-04
A1593,,F13B_HUMAN,F13B,Coagulation factor XIII B chain precursor,A_23_P46549,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 3.06E-03
A1780,,MMP8_HUMAN,MMP8;CLG1,Neutrophil collagenase precursor,A_23_P24493,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.27E-03
A180I,,RNF8_HUMAN,RNF8,RING finger protein 8,A_24_P260699,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 6.19E-04
A2455,,SUV92_HUMAN,SUV39H2;KMT1B,Histone-lysine N-methyltransferase;H3 lysine-9 specific 2,A_23_P202390,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 6.34E-04
A2813,,ZN695_HUMAN,ZNF695;SBZF3;ZNF670,Zinc finger protein 695,A_24_P254705,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 3.66E-03
A2889,,ZNF81_HUMAN,ZNF81;HFZ20,Zinc finger protein 81,A_32_P27774,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.32E-03
A298B,,ZSCA4_HUMAN,ZSCAN4;ZNF494,Zinc finger and SCAN domain-containing protein 4,A_24_P185368,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 2.27E-03
A3376,,MAP6_HUMAN,MAP6,Microtubule-associated protein 6,A_24_P187853,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.05E-03
A3557,,NOE1_HUMAN,OLFM1;NOE1;NOEL1,Noelin precursor,A_23_P304311,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.11E-03
A3884,,NCAM1_HUMAN,NCAM1;NCAM,Neural cell adhesion molecule 1;120/140 kDa isoform precursor,A_23_P1740,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 2.87E-03
A392F,,ASB11_HUMAN,ASB11,Ankyrin repeat and SOCS box containing protein 11,A_23_P114259,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.83E-03
A4084,,CDCA5_HUMAN,CDCA5,Sororin,A_23_P104651,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 3.77E-05
A459C,,S7A14_HUMAN,SLC7A14,Solute carrier family 7 (cationic amino acid transporter;Y+ system);member 14,A_32_P498287,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.11E-03
A461I,X,SLIK2_HUMAN,SLITRK2;SLITL1;UNQ9197/PRO34756,SLIT and NTRK-like protein 2 precursor,A_24_P66605,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.76E-03
A4723,,CORA1_HUMAN,COL27A1,Collagen alpha-1(XXVII) chain,A_23_P146717,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.91E-04
A473G,,FNDC8_HUMAN,FNDC8,Fibronectin type III domain-containing protein 8,A_23_P66552,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 8.59E-04
A4810,X,FERM1_HUMAN,DTGCU2;FERMT1;KIND1,Fermitin family homolog 1,A_24_P365506,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 8.89E-04
A4853,X,HMCN1_HUMAN,HMCN1;FIBL6;FIBL-6,Hemicentin-1,A_32_P447539,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.41E-03
A4876,,K2C1B_HUMAN,KRT77;KRT1B,Keratin 77,A_24_P927756,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 3.69E-03
A4923,,KRA43_HUMAN,KRTAP4-3;KAP4.3;KRTAP4.3,Keratin associated protein 4-3,A_23_P346477,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.91E-04
A495D,,GKN2_HUMAN,GKN2;BLOT;GDDR,Gastrokine-2 precursor,A_23_P61317,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 3.50E-03
A5168,,SYNE3_HUMAN,SYNE3,Nesprin-3,A_23_P411851,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 6.91E-04
A5334,,FSCB_HUMAN,FSCB,Fibrous sheath CABYR-binding protein,A_23_P140342,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.84E-03
A541C,,SPESP_HUMAN,SPESP1;UNQ732/PRO1418;UNQ732,Sperm equatorial segment protein 1 precursor,A_23_P129085,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 4.54E-03
A5478,,SPT19_HUMAN,SPATA19;SPERGEN1,Spergen-1,A_23_P430718,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 2.02E-03
A5778,X,ALK_HUMAN,ALK,ALK tyrosine kinase receptor,A_23_P324304,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.31E-04
A6110,,CP19A_HUMAN,CYP19A1;CYP19;ARO1,Cytochrome P450 19A1,A_24_P920646,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 8.03E-04
A6744,,HPSE2_HUMAN,HPSE2;HPA2;HPA2A,Heparanase 2,A_24_P103893,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 3.41E-03
A680H,,OOSP2_HUMAN,OOSP2;PLAC1L;TMEM122,Placenta-specific 1-like protein precursor,A_23_P317820,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.90E-04
A7035,,KMT2A_HUMAN,MLL;ALL1;CXXC7,Histone-lysine N-methyltransferase MLL,A_24_P136402,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.37E-04
A735B,X,UNC79_HUMAN,UNC79,Protein unc-79 homolog,A_23_P432272,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.32E-03
A753F,,CE128_HUMAN,CEP128;LEDP/132,Centrosomal protein 128kDa,A_24_P41936,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 9.69E-04
A783H,,PDYN_HUMAN,PDYN,Beta-neoendorphin-dynorphin precursor,A_23_P40262,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.04E-03
A798G,,HS3S1_HUMAN,HS3ST1;3OST;3OST1,Heparan sulfate 3-O-sulfotransferase-1 precursor,A_23_P121657,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.82E-03
A7995,,TLL2_HUMAN,TLL2,Tolloid-like 2 protein,A_23_P436158,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 6.27E-04
A8497,,SPB11_HUMAN,SERPINB11,Serpin B11,A_23_P130411,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.41E-03
A863G,,IFNK_HUMAN,IFNK;UNQ6124/PRO20084;UNQ6124,Interferon kappa,A_23_P310372,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 1.08E-03
A8754,,DOCK5_HUMAN,DOCK5,Dedicator of cytokinesis protein 5,A_23_P60089,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 9.01E-04
A898G,,IL7_HUMAN,IL7,Interleukin-7 precursor,A_23_P8961,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.33E-05
A9017,,RHGBA_HUMAN,ARHGAP11A,RHO GTPase activating protein 11A,A_32_P147090,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 9.70E-04
A9038,,SAP3_HUMAN,GM2A,Ganglioside GM2 activator precursor,A_24_P114936,ratio: 0.32,ratio_log2fc: -1.65,,p-value: 7.55E-04
