Gene_Name	LoF_FDR_ExAC
SMPX	0.2882955
SMR3A	0.8248492
SMR3B	0.314161
SMS	0.05993562
SMTN	5.28994E-05
SMTNL1	0.5355537
SMTNL2	0.8782928
SMU1	0.008433388
SMUG1	0.4148467
SMURF1	8.76863E-05
SMURF2	6.17869E-07
SMYD1	0.2615717
SMYD2	0.2070659
SMYD3	0.6708367
SMYD4	0.6900138
SMYD5	0.07931755
SNAI1	0.1946601
SNAI2	0.06245798
SNAI3	0.4139074
SNAP23	0.04927718
SNAP25	0.1651128
SNAP29	0.1349572
SNAP47	0.3754293
SNAP91	0.000255371
SNAPC1	0.4169367
SNAPC2	0.0794775
SNAPC3	0.27169
SNAPC4	0.3246349
SNAPC5	0.9900826
SNAPIN	0.962084
SNCA	0.08063318
SNCAIP	0.04161718
SNCB	0.4484597
SNCG	0.3288322
SND1	8.69639E-06
SNED1	4.59023E-05
SNF8	0.1114526
SNIP1	0.01694501
SNN	0.9850334
SNPH	0.04803198
SNRK	0.000887394
SNRNP200	3.90423E-12
SNRNP25	0.3808888
SNRNP27	0.8080275
SNRNP35	0.8109912
SNRNP40	0.04746039
SNRNP48	0.5646134
SNRNP70	0.0114041
SNRPA	0.5683518
SNRPA1	0.02846454
SNRPB	0.07453692
SNRPB2	0.300455
SNRPC	0.2946848
SNRPD1	0.4291368
SNRPD2	0.330751
SNRPD3	0.2527283
SNRPE	0.1214804
SNRPF	0.4446822
SNRPG	0.1817167
SNRPN	0.1257592
SNTA1	0.1289725
SNTB1	0.02774917
SNTB2	0.621581
SNTG1	0.00207175
SNTG2	0.5111832
SNTN	0.7491197
SNUPN	0.9040753
SNURF	0.1159001
SNW1	0.000147622
SNX1	0.001949877
SNX10	0.4917855
SNX11	0.3023482
SNX12	0.5320953
SNX13	4.12858E-06
SNX14	0.1851016
SNX15	0.447394
SNX16	0.9248562
SNX17	0.00541116
SNX18	0.394144
SNX19	0.09113875
SNX2	3.49356E-05
SNX20	0.9736667
SNX21	0.3246772
SNX22	0.6486179
SNX24	0.4721333
SNX25	0.02170234
SNX27	7.51655E-05
SNX29	0.01051331
SNX3	0.4646427
SNX30	0.006831552
SNX31	0.790759
SNX32	0.7857414
SNX33	0.4153886
SNX4	0.02084629
SNX5	0.004030442
SNX6	0.004381551
SNX7	0.1838767
SNX8	0.07923083
SNX9	0.003853705
SOAT1	0.3034926
SOAT2	0.9631061
SOBP	N/A
SOCS1	0.4703635
SOCS2	0.6636002
SOCS3	0.5366978
SOCS4	0.5036783
SOCS5	0.003302166
SOCS6	0.01883978
SOCS7	0.00211103
SOD1	0.5890444
SOD2	0.3985786
SOD3	0.7772841
SOGA1	0.000103202
SOGA2	8.63543E-06
SOGA3	N/A
SOHLH1	0.1256232
SOHLH2	0.008757465
SOLH	0.000145915
SON	1.85981E-16
SORBS1	0.004295406
SORBS2	0.00027597
SORBS3	0.0308634
SORCS1	2.60765E-05
SORCS2	0.01107955
SORCS3	0.002806346
SORD	0.3676576
SORL1	1.97753E-07
SORT1	4.44469E-05
SOS1	6.55696E-13
SOS2	1.99378E-07
SOST	0.4852474
SOSTDC1	0.3814666
SOWAHA	N/A
SOWAHB	0.2757624
SOWAHC	N/A
SOWAHD	0.6638076
SOX1	N/A
SOX10	0.05528865
SOX11	0.6055309
SOX12	N/A
SOX13	0.000831727
SOX14	0.303322
SOX15	0.570732
SOX17	0.1162249
SOX18	N/A
SOX2	0.628427
SOX21	N/A
SOX3	N/A
SOX30	6.46944E-05
SOX4	0.455
SOX5	1.82604E-05
SOX6	2.42283E-06
SOX7	0.2852328
SOX8	0.05034193
SOX9	0.01198329
SP1	1.95816E-06
SP100	0.0186433
SP110	0.1945516
SP140	0.1493774
SP140L	0.1010023
SP2	0.00375411
SP3	0.000110099
SP4	7.94196E-05
SP5	0.4398947
SP6	0.8159078
SP7	0.04147764
SP8	N/A
SP9	0.6969123
SPA17	0.4836775
SPACA1	0.238484
SPACA3	0.3890958
SPACA4	0.447531
SPACA5	N/A
SPACA5B	N/A
SPACA7	0.7932984
SPAG1	0.6553684
SPAG11A	0.9263358
SPAG11B	0.9315631
SPAG16	0.7705229
SPAG17	0.000178552
SPAG4	0.2222707
SPAG5	0.003570265
SPAG6	0.3727976
SPAG7	0.6700928
SPAG8	0.5682279
SPAG9	7.07431E-09
SPAM1	0.6089318
SPANXA1	N/A
SPANXA2	N/A
SPANXB1	N/A
SPANXB2	N/A
SPANXC	1
SPANXD	0.4428497
SPANXN1	0.358758
SPANXN2	0.8772
SPANXN3	0.1447373
SPANXN4	0.7661142
SPANXN5	0.5762664
SPARC	0.03568218
SPARCL1	0.4166857
SPAST	0.000263304
SPATA12	0.7932984
SPATA13	0.04226246
SPATA16	0.3251178
SPATA17	0.002252416
SPATA18	0.6642738
SPATA19	0.4271544
SPATA2	0.007557378
SPATA20	0.07105105
SPATA21	0.414052
SPATA22	0.04170145
SPATA24	N/A
SPATA25	0.8382048
SPATA2L	0.1945516
SPATA3	N/A
SPATA4	0.3762942
SPATA5	0.2096492
SPATA5L1	0.9815022
SPATA6	0.7352561
SPATA6L	0.7443438
SPATA7	0.5467538
SPATA8	0.2047507
SPATA9	0.6073128
SPATC1	0.7570852
SPATS1	0.7090062
SPATS2	7.94196E-05
SPATS2L	0.001693397
SPC24	0.7132833
SPC25	0.1194381
SPCS1	0.8977302
SPCS2	0.4449882
SPCS3	0.3756723
SPDEF	0.05019879
SPDYA	0.2206889
SPDYC	0.4240702
SPDYE1	0.2502018
SPDYE2	N/A
SPDYE2B	N/A
SPDYE3	0.05396429
SPDYE4	0.381188
SPECC1	5.44831E-05
SPECC1L	3.59015E-06
SPEF1	0.9337883
SPEF2	0.000784006
SPEG	1.22323E-07
SPEM1	0.1978948
SPEN	1.17462E-27
SPERT	0.7550811
SPESP1	0.5188074
SPG11	0.00375411
SPG20	0.1048194
SPG21	0.6074983
SPG7	0.9501941
SPHAR	0.984339
SPHK1	0.9020924
SPHK2	0.6826282
SPHKAP	7.88475E-07
SPI1	0.1447341
SPIB	0.04385576
SPIC	0.106463
SPICE1	0.07160029
SPIN1	0.2242843
SPIN2A	0.9600535
SPIN2B	N/A
SPIN3	0.2058266
SPIN4	0.3098891
SPINK1	0.3739021
SPINK13	0.6508502
SPINK14	0.8516266
SPINK2	0.3026364
SPINK4	0.1597259
SPINK5	0.1272689
SPINK6	0.9794511
SPINK7	0.7171003
SPINK8	0.8677088
SPINK9	0.4089911
SPINLW1	0.6062689
SPINLW1-WFDC6	0.6062689
SPINT1	0.4045776
SPINT2	0.4211401
SPINT3	N/A
SPINT4	0.5360172
SPIRE1	0.07007544
SPIRE2	0.8518157
SPN	0.4348627
SPNS1	0.2474474
SPNS2	0.2510771
SPNS3	0.7585418
SPO11	0.2193717
SPOCD1	0.04849519
SPOCK1	0.03817189
SPOCK2	0.006788817
SPOCK3	0.005426216
SPON2	0.9645441
SPOP	0.03905515
SPOPL	0.01619119
SPP1	0.8922196
SPP2	0.896229
SPPL2A	0.04313405
SPPL2C	0.5225146
SPPL3	0.09649356
SPR	0.9824586
SPRED1	0.002971959
SPRED2	0.5499036
SPRED3	0.4459447
SPRN	0.8666153
SPRR1A	0.4181884
SPRR1B	0.3917869
SPRR2A	0.9442913
SPRR2B	0.9371672
SPRR2D	0.9773481
SPRR2E	0.8637131
SPRR2F	0.9772434
SPRR2G	0.8659882
SPRR3	0.4796339
SPRR4	0.1749628
SPRTN	7.95433E-05
SPRY1	0.7294035
SPRY2	0.006947536
SPRY3	0.4586085
SPRY4	0.4572099
SPRYD3	0.03420107
SPRYD4	0.8777459
SPRYD7	0.4992371
SPSB1	0.1231289
SPSB2	0.4033062
SPSB3	0.0402144
SPSB4	0.8414207
SPTA1	1.04498E-16
SPTAN1	2.40504E-15
SPTB	1.54726E-14
SPTBN1	1.0933E-15
SPTBN2	1.50813E-11
SPTBN4	N/A
SPTBN5	0.6776901
SPTLC1	0.5531855
SPTLC2	0.03338241
SPTLC3	0.07116973
SPTSSA	0.3522638
SPTSSB	0.8455404
SPTY2D1	2.89909E-07
SPZ1	0.3639144
SQLE	0.001172263
SQRDL	0.3816336
SQSTM1	0.2945472
SRA1	0.8450252
SRBD1	0.04287137
SRC	0.03813166
SRCAP	2.64548E-19
SRCIN1	0.003844822
SRCRB4D	0.5987745
SRD5A1	0.9853321
SRD5A3	0.2923132
SREBF1	0.000340442
SREBF2	3.30779E-06
SREK1	0.004701891
SREK1IP1	0.05407521
SRF	0.08369628
SRFBP1	0.0346836
SRGAP1	3.55145E-05
SRGAP3	3.19437E-08
SRGN	0.3692101
SRI	0.6253334
SRL	0.4417958
SRM	0.1624205
SRMS	0.9844491
SRP14	0.1296602
SRP19	0.2026371
SRP54	0.008660428
SRP68	0.05357707
SRP72	0.009755315
SRP9	0.7929221
SRPK1	0.05573106
SRPK2	0.000431945
SRPK3	0.04200561
SRPR	0.001353509
SRPRB	0.3798077
SRPX	0.04422192
SRPX2	0.000389732
SRR	0.2157188
SRRD	0.9603022
SRRM1	5.39098E-11
SRRM2	N/A
SRRM3	0.2536246
SRRM4	0.01058372
SRRM5	0.4150737
SRRT	0.00175969
SRSF1	0.194331
SRSF10	N/A
SRSF11	0.000152443
SRSF12	0.3807155
SRSF2	0.6187951
SRSF3	0.153901
SRSF4	0.002327837
SRSF5	0.0314746
SRSF6	0.0020115
SRSF7	0.00418832
SRSF9	0.1683281
SRXN1	0.9853321
SRY	0.7181035
SS18	0.000150676
SS18L1	0.005205858
SS18L2	0.8355735
SSB	0.05403406
SSBP1	0.268706
SSBP2	0.01962067
SSBP3	0.000117263
SSBP4	0.007060067
SSC5D	0.5981502
SSFA2	0.003178771
SSH1	1.51741E-05
SSH2	2.8069E-08
SSH3	0.2581025
SSNA1	0.9402583
SSPN	0.2344119
SSR1	0.1356598
SSR2	0.05431703
SSR3	0.2144796
SSR4	0.1279776
SSRP1	0.000632727
SSSCA1	0.883546
SST	0.2861626
SSTR1	0.1387664
SSTR2	0.1327681
SSTR3	0.4133751
SSTR4	0.948844
SSTR5	0.6164553
SSU72	0.4472499
SSX1	1
SSX2	N/A
SSX2B	N/A
SSX2IP	0.008001622
SSX3	0.2784455
SSX4	N/A
SSX4B	N/A
SSX5	0.9454692
SSX7	0.8880477
ST13	0.009224219
ST14	0.004790199
ST18	1.64784E-08
ST20	0.53564
ST20-MTHFS	0.3172683
ST3GAL1	0.07926108
ST3GAL2	0.01234369
ST3GAL3	0.04646441
ST3GAL4	0.1257598
ST3GAL5	0.252962
ST3GAL6	0.3519296
ST5	1.04622E-08
ST6GAL1	0.02419773
ST6GAL2	0.4627881
ST6GALNAC1	0.82817
ST6GALNAC2	0.8827464
ST6GALNAC3	0.05536359
ST6GALNAC4	0.4913501
ST6GALNAC5	0.02350412
ST6GALNAC6	0.4858838
ST7	0.000887788
ST7L	0.1826986
ST8SIA1	0.1879004
ST8SIA2	0.1126992
ST8SIA3	0.009354292
ST8SIA4	0.04523498
ST8SIA5	0.4422185
ST8SIA6	0.9672103
STAB1	0.03224603
STAB2	0.00206464
STAC	0.09594282
STAC2	0.4593722
STAC3	0.2872528
STAG1	6.5454E-09
STAG2	1.04138E-06
STAG3	0.01908757
STAM	0.000726299
STAM2	0.02689762
STAMBP	0.1169504
STAMBPL1	0.1369153
STAP1	0.3388725
STAP2	0.9992989
STAR	0.9432722
STARD10	0.4155578
STARD13	0.01490606
STARD3	0.02564735
STARD3NL	0.4839825
STARD4	0.8617674
STARD5	0.1016382
STARD6	0.300988
STARD7	0.03086787
STARD8	0.01000559
STARD9	N/A
STAT1	6.71274E-05
STAT2	0.003046015
STAT3	0.000172433
STAT4	0.001955679
STAT5A	0.000335935
STAT5B	0.000699727
STAT6	0.005536878
STATH	0.7290215
STAU1	0.000172433
STAU2	0.002288358
STBD1	N/A
STC1	0.1871589
STC2	0.1515164
STEAP1	0.08235654
STEAP1B	0.9160378
STEAP2	0.0533223
STEAP3	0.8897697
STEAP4	0.2582789
STH	0.8814928
STIL	0.000188078
STIM1	0.001520448
STIM2	N/A
STIP1	1.31371E-06
STK10	0.1129366
STK11	0.001211699
STK11IP	N/A
STK16	0.5887838
STK17A	0.09134562
STK17B	0.1695877
STK19	0.3724858
STK24	0.02728299
STK25	0.1479067
STK3	0.8774912
STK31	6.92382E-06
STK32A	0.2747914
STK32B	0.01258475
STK32C	0.1851016
STK33	0.1797212
STK35	0.0945424
STK36	0.004249621
STK38	0.0239262
STK38L	0.05766521
STK39	0.001524642
STK4	0.01417178
STK40	0.001656492
STMN1	0.382304
STMN2	0.04969632
STMN3	0.3389445
STMN4	0.2548396
STMND1	N/A
STOM	0.8308329
STOML1	0.7998592
STOML2	0.07620192
STOML3	0.8548064
STON1	0.0473848
STON1-GTF2A1L	0.03446452
STON2	0.002041063
STOX1	0.3708529
STOX2	0.000291644
STRA13	0.209478
STRA6	0.2212701
STRA8	0.7064093
STRADA	0.2533548
STRADB	0.09568068
STRAP	0.09343802
STRBP	2.92135E-05
STRC	0.8044484
STRN	1.22635E-05
STRN3	0.00737308
STRN4	0.000122833
STS	0.001822124
STT3A	0.003344567
STT3B	0.007678755
STUB1	0.1374346
STX10	0.9779392
STX11	0.6891967
STX12	0.02887777
STX16	0.05808861
STX17	0.09299636
STX18	0.6760526
STX19	0.6697053
STX1A	0.08989949
STX1B	0.1191831
STX2	0.3692393
STX3	0.003139791
STX4	0.8925917
STX5	0.1151721
STX6	0.09823972
STX7	0.1923741
STX8	0.2904131
STXBP1	0.001826606
STXBP2	0.4459372
STXBP3	0.3770456
STXBP4	0.9494385
STXBP5	4.18393E-08
STXBP5L	2.59671E-10
STXBP6	0.2229746
STYK1	0.4407283
STYX	0.007268225
STYXL1	0.3768472
SUB1	0.2122111
SUCLA2	0.07026869
SUCLG1	0.109098
SUCLG2	0.4639906
SUCNR1	0.8547663
SUCO	7.27817E-06
SUDS3	0.6062809
SUFU	0.000441926
SUGP1	1.01788E-05
SUGP2	6.01417E-08
SUGT1	0.002584391
SULF1	6.95039E-05
SULF2	0.000745849
SULT1A1	0.9864503
SULT1A2	0.9434078
SULT1A3	N/A
SULT1A4	N/A
SULT1B1	0.2533999
SULT1C2	0.3435185
SULT1C3	0.994021
SULT1C4	0.5270222
SULT1E1	0.542708
SULT2A1	0.7490648
SULT2B1	0.0246964
SULT4A1	0.03418601
SULT6B1	0.9578992
SUMF1	0.07226496
SUMF2	0.3618842
SUMO1	0.3558776
SUMO2	0.2828615
SUMO3	0.7370125
SUMO4	0.4105538
SUN1	8.14902E-05
SUN2	0.164613
SUN3	0.3722598
SUN5	0.8432016
SUOX	0.2492814
SUPT16H	3.25068E-06
SUPT3H	0.1469232
SUPT4H1	0.4302027
SUPT5H	1.96544E-07
SUPT6H	1.22625E-12
SUPT7L	0.02350372
SUPV3L1	0.01032564
SURF1	0.9844137
SURF2	0.9022707
SURF4	0.2215756
SURF6	0.4882492
SUSD1	0.5257184
SUSD2	0.4593722
SUSD3	0.7443438
SUSD4	0.2294547
SUSD5	0.8856902
SUV39H1	0.09533011
SUV39H2	0.03600856
SUV420H1	4.33889E-07
SUV420H2	0.006841884
SUZ12	0.01100219
SV2A	0.002925309
SV2B	0.004647735
SV2C	0.05333879
SVEP1	1.5503E-13
SVIL	2.9294E-11
SVIP	0.8743569
SVOPL	0.1871511
SWAP70	0.01659458
SWI5	0.2316698
SWSAP1	0.7294035
SWT1	0.000581351
SYAP1	0.2348238
SYBU	0.07288066
SYCE1	0.2977844
SYCE1L	N/A
SYCE2	0.1190975
SYCE3	N/A
SYCN	0.9283975
SYCP1	2.37536E-06
SYCP2	1.46232E-14
SYCP2L	0.2218231
SYCP3	0.7221299
SYDE1	0.008980107
SYDE2	0.674208
SYF2	0.3229766
SYK	0.000247612
SYMPK	3.57159E-05
SYN1	0.2570742
SYN3	0.00638875
SYNC	0.3292929
SYNCRIP	0.000206417
SYNDIG1	0.2479107
SYNDIG1L	0.7978801
SYNE1	3.54762E-28
SYNE2	5.4213E-31
SYNE3	0.5980063
SYNE4	0.8922928
SYNGAP1	6.58425E-06
SYNGR1	0.1603855
SYNGR2	0.9315059
SYNGR3	0.674694
SYNGR4	0.6431038
SYNJ1	1.47009E-05
SYNJ2	0.006375982
SYNJ2BP	0.2125412
SYNM	0.5588483
SYNPO	0.000268162
SYNPO2	1.78248E-06
SYNPO2L	0.0142069
SYNPR	0.1231863
SYNRG	1.56661E-05
SYP	0.2115512
SYPL1	0.1447341
SYPL2	0.4364377
SYS1	0.2361338
SYT1	0.08075817
SYT10	0.01480538
SYT11	0.0507665
SYT12	0.7495091
SYT13	0.1017502
SYT14	0.001291337
SYT15	0.9987362
SYT16	0.02534225
SYT17	0.194484
SYT2	0.05870086
SYT3	0.1228901
SYT4	0.07995239
SYT5	0.689404
SYT6	0.2282931
SYT7	0.07874212
SYT8	0.8985076
SYT9	0.03985148
SYTL1	0.8769427
SYTL2	0.5061301
SYTL3	0.7559454
SYTL4	0.1428244
SYTL5	0.003183718
SYVN1	0.000361951
SZRD1	0.1928811
SZT2	4.04059E-10
T	0.7729106
TAAR1	0.692251
TAAR2	0.5484626
TAAR5	0.9403793
TAAR6	0.05762137
TAAR8	0.7658379
TAB1	0.2854572
TAB2	6.12769E-08
TAB3	0.002529576
TAC1	0.1149207
TAC3	0.6633829
TAC4	0.4840256
TACC1	0.006721292
TACC2	0.0422202
TACC3	0.003344286
TACO1	0.2218231
TACR1	0.6987306
TACR2	0.9587848
TACR3	0.8853458
TACSTD2	0.6985157
TADA1	0.10438
TADA2A	0.07190885
TADA2B	0.3303972
TADA3	0.5071213
TAF1	9.98012E-07
TAF10	0.3500611
TAF11	0.1235918
TAF12	0.08592866
TAF13	0.5402712
TAF15	1.10767E-05
TAF1A	0.6700928
TAF1B	0.09299636
TAF1C	0.0693862
TAF1D	0.2510771
TAF1L	9.67646E-07
TAF2	0.000387861
TAF3	4.14102E-05
TAF4	0.01730181
TAF4B	6.83614E-05
TAF5	0.000974625
TAF5L	0.001033134
TAF6	0.1754576
TAF6L	0.06394292
TAF7	0.05939016
TAF7L	0.02470181
TAF8	0.971345
TAF9	0.8851709
TAF9B	0.6597935
TAGAP	0.000890835
TAGLN	0.1978106
TAGLN2	0.6661425
TAGLN3	0.238735
TAL1	0.2235293
TAL2	0.4240057
TALDO1	0.3326936
TAMM41	0.3881159
TANC1	3.37094E-06
TANC2	1.90441E-15
TANK	0.007539571
TAOK1	1.75908E-07
TAOK2	3.68272E-06
TAOK3	1.22134E-06
TAP1	0.0379275
TAP2	0.1349812
TAPBP	0.4855523
TAPBPL	0.5927685
TAPT1	0.1125254
TARBP1	0.7796911
TARBP2	0.1373728
TARDBP	0.04232075
TARM1	N/A
TARS	0.1834472
TARS2	0.4052446
TARSL2	0.3358498
TAS1R1	0.6930392
TAS1R2	0.8985125
TAS1R3	N/A
TAS2R1	0.2804263
TAS2R10	0.03267774
TAS2R13	0.01406785
TAS2R14	0.371054
TAS2R16	0.3810666
TAS2R19	0.3470969
TAS2R20	0.3618842
TAS2R3	0.8509622
TAS2R30	0.5422474
TAS2R31	0.8596691
TAS2R38	0.5050749
TAS2R39	0.9603022
TAS2R4	0.6329965
TAS2R40	0.6855916
TAS2R41	0.9197633
TAS2R42	0.6175934
TAS2R43	0.7785702
TAS2R46	0.9077988
TAS2R5	0.759886
TAS2R50	0.9846682
TAS2R60	0.8979168
TAS2R7	0.1518998
TAS2R8	0.3610271
TAS2R9	0.6861825
TASP1	0.01014138
TAT	0.08059156
TATDN1	0.5607622
TATDN2	0.08292371
TATDN3	0.5385249
TAX1BP1	0.07241659
TAX1BP3	0.9655333
TAZ	0.07064624
TBATA	0.842962
TBC1D1	0.01861288
TBC1D10A	0.001935198
TBC1D10B	0.01053874
TBC1D10C	0.1427087
TBC1D12	0.3843137
TBC1D13	0.0721098
TBC1D14	8.86707E-05
TBC1D15	0.000272215
TBC1D16	0.1011643
TBC1D17	0.7534589
TBC1D19	0.02897727
TBC1D2	0.5258704
TBC1D20	0.01871781
TBC1D21	0.2580787
TBC1D22A	0.004216328
TBC1D22B	0.1824963
TBC1D23	0.1206566
TBC1D24	0.8594053
TBC1D25	0.06751334
TBC1D26	0.07447079
TBC1D28	0.9144975
TBC1D29	0.9152548
TBC1D2B	0.2946227
TBC1D3	N/A
TBC1D30	N/A
TBC1D3B	N/A
TBC1D3C	N/A
TBC1D3F	N/A
TBC1D3G	N/A
TBC1D3H	N/A
TBC1D4	0.4722727
TBC1D5	0.1900916
TBC1D7	0.7643564
TBC1D8	0.01737813
TBC1D8B	0.03864553
TBC1D9	0.000515479
TBC1D9B	0.02485407
TBCA	0.2634297
TBCB	0.2772953
TBCC	0.6179661
TBCCD1	0.05702064
TBCD	0.008328014
TBCE	0.3177771
TBCEL	0.01131988
TBCK	0.01260648
TBK1	1.47009E-05
TBKBP1	0.391303
TBL1X	0.000216738
TBL1XR1	0.001662484
TBL1Y	N/A
TBL2	0.2644983
TBL3	0.04630412
TBP	0.0844568
TBPL1	0.2457484
TBPL2	0.7819398
TBR1	0.02794814
TBRG1	0.7656007
TBRG4	0.000792824
TBX1	0.02884237
TBX10	0.7287843
TBX15	0.005350006
TBX18	0.000171729
TBX19	0.6118678
TBX2	0.05271036
TBX20	0.1509745
TBX21	0.03260596
TBX22	0.001642058
TBX3	0.0521108
TBX4	0.04844205
TBX5	0.000479469
TBX6	0.09957799
TBXA2R	0.4601868
TBXAS1	0.6000804
TC2N	0.006006418
TCAP	0.6074983
TCEA1	0.1254844
TCEA2	0.4049702
TCEA3	0.4852474
TCEAL1	0.6738892
TCEAL2	0.08592866
TCEAL3	0.4716127
TCEAL4	0.2326249
TCEAL5	0.2136552
TCEAL6	0.1825141
TCEAL7	0.6861077
TCEAL8	0.6195549
TCEANC	0.3394989
TCEANC2	0.8803706
TCEB1	0.5606832
TCEB2	0.7591862
TCEB3	4.03674E-09
TCEB3B	0.3002447
TCEB3C	N/A
TCEB3CL	N/A
TCEB3CL2	N/A
TCERG1	8.96695E-08
TCERG1L	0.5720181
TCF12	8.32188E-05
TCF15	0.6597935
TCF19	0.7410209
TCF20	1.43222E-13
TCF21	0.2112583
TCF23	0.8777338
TCF24	N/A
TCF25	0.008801966
TCF3	0.001604793
TCF4	0.000281247
TCF7	0.1722213
TCF7L1	0.03612503
TCF7L2	0.000451348
TCFL5	0.1315815
TCHH	0.07992907
TCHHL1	0.2011933
TCHP	0.3930469
TCIRG1	0.1346824
TCL1A	0.7525471
TCL1B	0.6721427
TCN1	0.9927068
TCN2	0.00112131
TCOF1	2.81302E-06
TCP1	0.001601858
TCP10	0.3878759
TCP10L	0.5652291
TCP10L2	0.4148698
TCP11	0.4261973
TCP11L1	0.06245798
TCP11L2	0.350725
TCP11X2	N/A
TCTA	0.8800089
TCTE1	0.8264645
TCTE3	0.4426145
TCTEX1D1	0.4807586
TCTEX1D2	0.9194667
TCTEX1D4	0.7835583
TCTN1	0.8420131
TCTN2	0.08953083
TCTN3	0.801278
TDG	0.5064212
TDGF1	0.9621058
TDO2	0.2804584
TDP1	0.6661425
TDP2	0.1232159
TDRD1	1.35367E-08
TDRD10	0.7936432
TDRD12	N/A
TDRD3	0.02049173
TDRD5	7.99376E-07
TDRD6	0.3223852
TDRD7	0.01176833
TDRD9	0.1879004
TDRKH	0.1642615
TEAD1	N/A
TEAD2	0.1280135
TEAD3	N/A
TEAD4	N/A
TEC	0.02161046
TECPR1	0.04385688
TECPR2	6.79506E-05
TECR	0.1824741
TECRL	0.5959837
TECTA	0.02715582
TECTB	0.8047777
TEDDM1	0.3151682
TEF	0.6308207
TEFM	0.1641544
TEK	6.63244E-10
TEKT1	0.3903783
TEKT2	0.785818
TEKT3	0.9304361
TEKT4	0.8646087
TEKT5	0.9118127
TELO2	0.1378319
TEN1	N/A
TENC1	0.002112445
TENM2	2.18358E-10
TEP1	0.009022934
TEPP	0.6315231
TERF1	0.00420733
TERF2	0.06865006
TERF2IP	0.5684252
TERT	0.03861204
TES	0.9200926
TESC	0.1694752
TESK1	0.000090355
TESK2	0.1397347
TESPA1	0.382978
TET1	8.89542E-12
TET2	0.9787211
TET3	5.38442E-09
TEX10	4.47079E-09
TEX101	0.5402163
TEX11	9.13119E-08
TEX12	0.3146965
TEX13A	0.3068853
TEX13B	0.6257259
TEX14	0.2288003
TEX15	0.002741963
TEX19	0.8673681
TEX2	0.000101155
TEX22	N/A
TEX26	0.6471729
TEX261	0.9551569
TEX264	0.01688953
TEX28	N/A
TEX29	0.8538845
TEX30	0.6919755
TEX33	0.5253032
TEX34	0.6896594
TEX35	0.3646063
TEX38	N/A
TEX40	0.4390123
TEX9	0.8802554
TF	0.1001106
TFAM	0.02403039
TFAP2A	0.02531087
TFAP2B	0.00722047
TFAP2C	0.08805209
TFAP2D	0.00419274
TFAP2E	0.8551006
TFAP4	0.009022934
TFB1M	0.3880224
TFB2M	0.3393787
TFCP2	0.546744
TFCP2L1	6.12732E-05
TFDP1	0.0197237
TFDP2	0.00055013
TFDP3	0.9927068
TFE3	0.0101224
TFEB	0.006212857
TFEC	0.1243314
TFF1	0.9027776
TFF2	0.9292817
TFF3	0.6293301
TFG	0.004269702
TFIP11	0.2198839
TFPI	0.2307271
TFPI2	0.2630422
TFPT	0.6724227
TFR2	0.2625454
TFRC	0.000742902
TG	0.002461913
TGDS	0.7176002
TGFA	0.2176924
TGFB1	0.2769313
TGFB1I1	0.220836
TGFB2	0.005249846
TGFB3	0.01654379
TGFBI	0.0272305
TGFBR1	0.04219079
TGFBR2	0.27169
TGFBR3	0.008385884
TGFBR3L	N/A
TGFBRAP1	0.01665119
TGIF1	0.2768406
TGIF2	0.4611538
TGIF2-C20orf24	0.0192397
TGIF2LX	0.4479263
TGIF2LY	0.9785738
TGM1	0.1481757
TGM2	0.9452282
TGM3	0.06598419
TGM4	0.5188074
TGM5	0.9815297
TGM6	0.9478769
TGM7	0.5583604
TGOLN2	0.9103372
TGS1	0.06601895
TH	0.1041871
TH1L	0.1248579
THADA	0.0346569
THAP1	0.04844205
THAP10	0.7921636
THAP11	0.4368405
THAP2	0.7946659
THAP3	0.8053365
THAP4	0.09757589
THAP5	0.1936672
THAP6	0.6858104
THAP7	0.3165675
THAP8	0.7549103
THAP9	0.4771578
THBD	N/A
THBS1	1.39927E-05
THBS2	0.00420153
THBS3	0.1249788
THBS4	0.153474
THEG	0.5782665
THEGL	N/A
THEM4	0.855694
THEM5	0.9669667
THEM6	0.9931494
THEMIS	0.01005929
THEMIS2	0.2148012
THG1L	0.6729818
THNSL1	0.4641873
THNSL2	0.5723678
THOC1	0.005848911
THOC2	5.09521E-07
THOC3	N/A
THOC5	0.1146444
THOC6	0.05008277
THOC7	0.002529468
THOP1	0.0864819
THPO	0.3155193
THRA	0.348327
THRAP3	8.24779E-10
THRB	0.001572115
THRSP	0.9076631
THSD1	0.3416707
THSD4	0.01230343
THSD7A	6.65341E-16
THSD7B	1.00599E-06
THTPA	0.299226
THUMPD1	0.5951662
THUMPD2	0.5284485
THUMPD3	0.731552
THY1	0.4785753
THYN1	0.9904757
TIA1	0.01005103
TIAF1	0.9029593
TIAL1	0.01524686
TIAM1	5.86674E-09
TIAM2	2.09438E-06
TICAM1	0.001007817
TICAM2	0.2552158
TICRR	0.000423012
TIE1	0.5885517
TIFA	0.3880609
TIFAB	0.9944179
TIGD1	N/A
TIGD2	0.4140627
TIGD3	0.9924495
TIGD4	0.07131807
TIGD5	0.9638244
TIGD6	0.6323612
TIGD7	0.3594048
TIGIT	0.3257737
TIMD4	0.779241
TIMELESS	0.2131731
TIMM10	0.8836866
TIMM13	0.4128535
TIMM17A	0.1553312
TIMM17B	0.08004467
TIMM21	0.1422011
TIMM22	0.8405868
TIMM23	0.5430195
